date,product_id,store,price_usd,price_original,currency_original,product_name_found,url_found,flagged,flag_reason
2026-06-14,azucar,gama,1.95,"Ref. 1,95",USD,AZÚCAR BLANCA REFINADA AMANECER 1 KG,https://gamaenlinea.com/es,False,
2026-06-14,azucar,plansuarez,1.83,"Bs.1,064.93",VES,AZUCAR AMANECER 1KG REFINADA,https://www.plansuarez.com/index.php?route=product/search&search=azucar,False,
2026-06-14,cafe,central,3.05,"3,05",USD,Cafe Flor De Arauca Gourmet Molido Paq. 200Gr,https://tucentralonline.com/Av-Presidente-Medina-02/comprar/viveres/cafe-y-endulzantes/?s=cafe+flor+arauca+molido+200,False,
2026-06-14,cafe,gama,2.7,"Ref. 2,70",USD,CAFE GOURMET AMANECER 200 GR,https://gamaenlinea.com/es,False,
2026-06-14,cafe,plansuarez,3.0,"Bs.1,748.06",VES,CAFE FLOR DE ARAUCA 200GR,https://www.plansuarez.com/index.php?route=product/search&search=cafe+molido,False,
2026-06-14,caraotas,central,1.29,"1,29",USD,Caraotas Mary Negras 400Gr,https://tucentralonline.com/Av-Presidente-Medina-02/comprar/viveres/arroz-y-granos/?s=caraotas+mary+negras+400,False,
2026-06-14,caraotas,gama,1.28,"Ref. 1,28",USD,CARAOTAS NEGRAS MARY 400 GR,https://gamaenlinea.com/es,False,
2026-06-14,caraotas,plansuarez,1.24,Bs.721.07,VES,CARAOTAS MARY 400GR NEGRAS,https://www.plansuarez.com/index.php?route=product/search&search=caraotas+negras,False,
2026-06-14,carne_molida,central,12.99,"12,99",USD,Carne Molida Premium KG,https://tucentralonline.com/Av-Presidente-Medina-02/comprar/refrigerados/carniceria-pescaderia/carnes-aves/?s=carne+molida+premium+kg,False,
2026-06-14,carne_molida,gama,10.99,"Ref. 10,99",USD,CARNE MOLIDA DE RES 1 KG,https://gamaenlinea.com/es,False,
2026-06-14,carne_molida,plansuarez,11.25,"Bs.6,555.22",VES,CARNE MOLIDA X KG PLANSUAREZ,https://www.plansuarez.com/index.php?route=product/search&search=carne+molida,False,
2026-06-14,cebolla,central,1.89,"1,89",USD,Cebolla Blanca Nacional 1000Gr,https://tucentralonline.com/Av-Presidente-Medina-02/comprar/fruteria-y-vegetales/vegetales/?s=cebolla+blanca+1000,False,
2026-06-14,cebolla,gama,1.39,"Ref. 1,39",USD,CEBOLLA 700 GR,https://gamaenlinea.com/es,False,
2026-06-14,cebolla,plansuarez,6.4,"Bs.3,729.19",VES,AJO CEBOLLA PEREJIL X KG MOLIDO,https://www.plansuarez.com/index.php?route=product/search&search=cebolla,True,"Cambio de 966.7% vs semana anterior (anterior: $0.60, nuevo: $6.40)"
2026-06-14,harina_maiz,central,1.17,"1,17",USD,Harina de Maiz Kaly Blanca 1KG,https://tucentralonline.com/Av-Presidente-Medina-02/comprar/viveres/harinas/?s=harina+maiz+kaly+1kg,False,
2026-06-14,harina_maiz,gama,1.2,"Ref. 1,20",USD,HARINA DE MAIZ BLANCO JUANA 1 KG,https://gamaenlinea.com/es,False,
2026-06-14,harina_maiz,plansuarez,1.21,Bs.702.65,VES,HARINA DE MAIZ KALY 1KG BLANCA,https://www.plansuarez.com/index.php?route=product/search&search=harina+de+maiz,False,
2026-06-14,huevos,central,5.88,"5,88",USD,Huevos Rojos Grande Est. 30 Unidades,https://tucentralonline.com/Av-Presidente-Medina-02/comprar/refrigerados/huevos/?s=huevos+rojos+30+unidades,False,
2026-06-14,huevos,gama,7.49,"Ref. 7,49",USD,HUEVOS 30 UN,https://gamaenlinea.com/es,False,
2026-06-14,huevos,plansuarez,6.99,"Bs.4,072.98",VES,HUEVOS EL TUNAL 30UND,https://www.plansuarez.com/index.php?route=product/search&search=huevos,False,
2026-06-14,leche_polvo,central,7.49,"7,49",USD,Leche La Campina En Polvo Completa 400Gr,https://tucentralonline.com/Av-Presidente-Medina-02/comprar/viveres/lacteos-y-derivados/?s=leche+campina+polvo+400,False,
2026-06-14,leche_polvo,gama,6.85,"Ref. 6,85",USD,LECHE EN POLVO COMPLETA CAMPESTRE 400 GR,https://gamaenlinea.com/es,False,
2026-06-14,leche_polvo,plansuarez,6.25,"Bs.3,641.79",VES,LECHE DOBON 400GR COMPLETA,https://www.plansuarez.com/index.php?route=product/search&search=leche+completa,False,
